PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
218,0,1,"Miller, Rev. George",Female,2.8,0,0,PC 549799,23.08,,S
697,1,3,"Moore, Mrs. George",MALE,56.3,0,0,A/5 766075,43.12,,Q
329,1,2,"Brown, Col. Thomas",MALE,,0,0,SOTON/OQ 819120,14.23,,S
866,1,3,"Jones, Dr. Rose",male,38.9,2,2,PC 256906,50.34,A2,S
553,0,3,"Johnson, Mr. John",female,6.8,0,1,SOTON/OQ 144458,6.04,,S
759,1,3,"Jones, Rev. Thomas",M,48.3,0,0,A/5 795218,15.93,,S
303,1,3,"Thomas, Mrs. John",F,49.4,0,0,PC 352845,12.92,,S
781,1,3,"Thomas, Miss. John",male,10.2,0,2,711783,9.67,A130,S
832,1,2,"Davis, Rev. Emily",Female,33.2,0,1,724148,30.73,B58,Q
651,0,1,"Miller, Rev. Anna",male,19.0,1,0,PC 737754,42.92,E32,S
839,0,3,"Wilson, Mrs. William",male,25.5,1,3,SOTON/OQ 301945,7.89,,C
340,1,1,"Moore, Miss. John",male,,0,0,PC 411221,82.81,,Q
797,0,3,"Thomas, Mrs. Rose",male,,0,1,PC 748942,16.03,,S
351,1,3,"Thomas, Dr. Thomas",female,42.0,0,0,PC 104005,13.44,,C
194,0,3,"Wilson, Rev. William",F,31.5,0,0,A/5 862450,25.75,,C
236,0,3,"Davis, Col. James",Male,,2,0,PC 130472,30.55,,C
358,1,2,"Miller, Col. Mary",female,22.7,0,0,A/5 197170,89.99,A86,S
845,0,3,"Miller, Rev. Alice",Male,29.3,2,1,SOTON/OQ 177243,29.28,,S
56,1,3,"Jones, Miss. Edith",F,34.9,0,0,PC 133089,12.39,,S
443,0,3,"Smith, Dr. John",MALE,31.9,0,1,PC 433258,21.37,,S
97,1,3,"Smith, Miss. Emily",Female,32.5,0,2,PC 3085,12.62,,C
142,1,3,"Jones, Mr. John",male,0.4,0,0,CA 743013,29.4,B79,S
633,0,2,"Moore, Mr. William",male,37.8,2,0,A/5 502502,139.58,,Q
820,1,1,"Moore, Mrs. John",male,36.6,2,0,SOTON/OQ 223038,98.76,,S
473,0,2,"Jones, Mrs. John",female,,0,0,SOTON/OQ 345301,2.89,F58,S
527,1,3,"Johnson, Miss. John",male,24.9,0,0,CA 462607,58.39,,C
121,0,1,"Wilson, Miss. Charles",M,35.7,0,1,A/5 761868,131.07,,C
774,1,1,"Davis, Miss. James",M,24.2,2,0,SOTON/OQ 830500,2.2,,S
63,0,1,"Jones, Mr. Alice",male,12.2,0,1,PC 701071,68.56,,C
689,1,3,"Thomas, Dr. Edith",male,39.4,1,0,A/5 464827,17.88,,S
368,1,2,"Moore, Miss. John",Male,,1,0,CA 398815,13.14,A115,S
4,1,3,"Wilson, Dr. James",female,17.6,3,0,PC 184765,2.33,,C
59,0,3,"Moore, Miss. George",MALE,36.9,1,0,SOTON/OQ 984436,85.04,,S
224,1,3,"Moore, Miss. Emily",Female,,0,0,A/5 460277,10.91,,S
471,0,3,"Anderson, Mrs. Alice",FEMALE,30.7,0,0,A/5 159005,1.91,,Q
102,0,2,"Moore, Col. James",male,34.9,1,1,CA 685175,35.08,,C
654,0,1,"Davis, Dr. Thomas",MALE,18.1,1,2,A/5 38008,74.45,,C
222,1,3,"Thomas, Col. Rose",male,23.6,0,0,872818,10.85,,C
378,0,3,"Miller, Rev. James",female,41.3,0,1,PC 827689,13.4,B8,S
5,1,3,"Miller, Miss. Thomas",male,32.6,0,1,CA 526617,5.91,,S
53,1,3,"Moore, Mrs. Thomas",M,38.1,0,0,A/5 923948,37.98,,S
18,1,2,"Jones, Rev. William",female,30.1,0,0,SOTON/OQ 511055,24.5,,S
307,0,3,"Taylor, Dr. Mary",M,,1,0,566696,20.89,,S
156,1,3,"Thomas, Mrs. Rose",male,19.6,0,0,PC 38544,23.8,,S
391,0,3,"Taylor, Rev. Anna",male,28.2,0,0,SOTON/OQ 857529,78.89,,S
614,0,3,"Miller, Mr. James",male,20.1,0,0,A/5 834175,1.98,,S
249,0,1,"Johnson, Miss. Rose",M,36.7,0,1,PC 104477,63.76,,S
250,1,3,"Brown, Miss. Rose",F,,1,1,597185,19.37,,S
359,1,3,"Brown, Miss. Edith",Female,,1,0,PC 190256,77.01,,C
601,0,1,"Smith, Rev. George",F,50.6,0,0,SOTON/OQ 908155,15.6,,C
830,0,3,"Davis, Miss. Edith",MALE,6.0,2,0,PC 572216,$27.56,,S
772,0,3,"Davis, Miss. Charles",F,35.3,0,0,PC 874740,14.88,,C
31,1,3,"Williams, Dr. William",MALE,50.8,0,0,727083,20.24,,C
670,1,3,"Wilson, Mr. George",Male,,1,0,398352,30.02,G5,S
876,1,2,"Wilson, Mr. John",M,16.4,1,0,CA 372348,11.21,,S
118,1,1,"Johnson, Col. William",female,21.8,1,1,SOTON/OQ 18228,111.5,C24,S
578,1,3,"Moore, Mrs. John",MALE,30.3,0,1,CA 300473,12.5,F59,Q
117,1,3,"Brown, Mrs. Edith",F,,5,0,PC 335654,71.96,,S
225,1,3,"Smith, Col. Charles",female,39.4,1,0,A/5 179358,62.6,C87,S
603,0,3,"Jones, Mrs. Rose",Female,26.5,0,1,PC 561294,68.16,,S
505,0,3,"Wilson, Col. Charles",male,27.4,2,0,PC 823013,60.57,,S
28,0,3,"Williams, Col. George",male,24.6,0,0,PC 564913,23.91,,S
382,0,1,"Wilson, Col. George",MALE,28.1,0,0,SOTON/OQ 859584,2.73,,C
308,1,1,"Anderson, Col. James",MALE,,1,0,394887,134.94,,S
415,0,3,"Anderson, Col. Charles",MALE,6.1,0,0,CA 162979,1.89,,S
660,0,3,"Anderson, Dr. Alice",FEMALE,,0,0,506079,2.15,B25,S
201,0,3,"Wilson, Mr. Charles",MALE,,1,0,A/5 102334,21.54,B79,
681,0,3,"Williams, Mrs. Charles",Female,,1,0,PC 828765,$69.03,,S
386,0,2,"Brown, Col. Alice",male,34.7,0,0,CA 826622,32.0,,S
599,1,3,"Smith, Dr. Anna",female,,0,0,735950,0.45,,C
821,0,3,"Anderson, Mr. Rose",male,31.9,0,0,CA 558350,23.38,,S
723,0,3,"Thomas, Dr. William",F,19.7,2,0,A/5 806702,29.88,,C
872,0,1,"Moore, Mrs. Thomas",M,,0,0,A/5 507771,80.39,,S
315,1,2,"Williams, Mr. Charles",M,41.2,0,0,SOTON/OQ 182645,42.04,,S
758,0,3,"Williams, Rev. Anna",M,50.5,1,0,PC 446916,9.29,E54,S
281,1,3,"Miller, Mrs. James",M,27.2,0,1,PC 436793,5.61,F24,S
862,1,3,"Moore, Mr. Thomas",male,37.4,0,0,SOTON/OQ 994437,6.98,,S
354,1,3,"Davis, Rev. James",male,30.9,0,0,CA 112759,63.78,,S
582,0,2,"Wilson, Dr. Edith",male,,0,0,SOTON/OQ 189809,49.44,,Q
208,1,2,"Thomas, Rev. Edith",male,,0,0,SOTON/OQ 147470,11.67,,S
380,0,3,"Miller, Mr. Charles",male,36.9,0,0,PC 177687,21.0,,S
694,1,3,"Anderson, Mr. Mary",female,39.4,1,0,A/5 514698,2.08,A12,S
720,1,3,"Johnson, Miss. Mary",MALE,25.4,1,0,172356,57.94,,Q
24,0,3,"Jones, Rev. Alice",male,30.0,0,0,A/5 572469,18.16,,C
341,1,3,"Taylor, Miss. Edith",M,30.2,0,0,A/5 655554,3.49,,S
778,1,3,"Johnson, Dr. John",female,32.2,0,0,PC 978618,18.41,G81,C
706,0,3,"Williams, Miss. Thomas",MALE,40.3,0,0,A/5 789096,77.16,G4,S
155,1,3,"Anderson, Mr. Emily",Male,33.9,0,0,CA 947090,87.04,,C
783,0,3,"Thomas, Mr. Charles",MALE,19.0,0,0,844542,61.99,,C
661,1,1,"Jones, Miss. Mary",male,38.1,0,0,CA 876027,80.91,F142,S
481,1,3,"Brown, Rev. Charles",MALE,0.9,2,0,SOTON/OQ 214356,56.12,,S
714,1,3,"Thomas, Dr. Rose",FEMALE,29.9,1,0,CA 975501,12.4,,S
488,1,3,"Miller, Rev. James",M,,1,0,SOTON/OQ 894466,20.44,,S
749,0,2,"Taylor, Mrs. William",MALE,8.7,1,0,SOTON/OQ 185869,91.11,,S
543,1,1,"Thomas, Mrs. George",male,39.5,5,2,214253,78.19,,S
529,1,3,"Moore, Dr. George",male,61.3,0,2,PC 365459,12.25,F76,Q
515,0,2,"Thomas, Mrs. Rose",Female,,0,0,168137,40.24,,S
263,1,1,"Davis, Rev. George",male,39.6,0,0,109154,1.75,,S
83,1,2,"Moore, Miss. Mary",male,,1,0,937647,9.23,F115,S
526,0,3,"Anderson, Mr. John",MALE,45.2,0,0,SOTON/OQ 700274,6.2,,S
408,0,1,"Thomas, Rev. Charles",male,,1,0,SOTON/OQ 73147,38.27,,Q
878,1,3,"Johnson, Mr. Rose",M,46.4,1,0,CA 970271,8.58,,C
486,0,2,"Williams, Rev. John",male,10.3,0,0,A/5 424244,40.19,,C
39,0,2,"Moore, Mrs. Emily",male,13.1,0,0,A/5 118990,16.9,,S
418,1,2,"Anderson, Mrs. William",Male,34.8,0,0,PC 21749,51.23,,C
510,0,1,"Jones, Rev. George",male,,1,2,A/5 494689,16.87,B89,Q
334,1,1,"Taylor, Col. William",F,11.0,0,1,CA 898173,70.03,A113,C
11,0,3,"Jones, Mr. Mary",Male,3.8,2,2,SOTON/OQ 16005,2.25,,S
511,1,3,"Moore, Mr. Mary",Male,50.3,0,0,SOTON/OQ 656096,169.21,,S
320,0,3,"Wilson, Col. Mary",male,18.3,2,0,CA 803314,36.82,,S
33,1,2,"Thomas, Col. Anna",female,26.2,1,0,CA 550161,55.86,,S
683,0,3,"Williams, Col. Edith",F,,0,2,CA 306088,$24.16,,S
798,1,1,"Miller, Col. Emily",Male,37.3,1,0,A/5 772844,37.23,,C
761,1,2,"Wilson, Dr. William",male,24.2,0,0,A/5 151841,19.45,C3,S
383,1,2,"Wilson, Mrs. Rose",M,24.8,0,2,CA 155906,0.3,D82,S
282,1,3,"Brown, Col. James",female,38.8,0,0,A/5 630971,11.18,,S
579,1,3,"Johnson, Mr. Anna",male,8.0,0,2,A/5 255160,13.28,,S
494,0,3,"Taylor, Dr. Charles",female,11.9,1,2,PC 20434,7.83,,C
817,0,1,"Wilson, Mr. Anna",female,40.7,1,1,CA 801976,2.65,,S
480,1,1,"Johnson, Rev. Mary",female,,0,0,CA 67384,16.82,,S
881,1,3,"Brown, Rev. William",male,32.7,0,0,CA 83002,92.37,,S
379,1,3,"Wilson, Miss. Charles",female,31.9,0,0,803545,70.7,,S
446,1,3,"Miller, Dr. Emily",male,14.9,0,0,A/5 873802,4.04,,S
784,1,3,"Wilson, Dr. Charles",M,,0,0,517265,33.26,,S
90,1,1,"Miller, Mr. James",male,,1,0,PC 522079,27.86,G137,S
214,1,1,"Jones, Miss. Rose",male,27.8,0,0,CA 215343,35.38,B58,S
322,0,2,"Taylor, Col. Thomas",male,,0,1,SOTON/OQ 517468,57.26,,S
762,0,1,"Moore, Rev. Mary",MALE,49.1,0,3,CA 795264,44.93,,S
134,0,1,"Davis, Miss. John",Male,31.3,0,0,PC 135175,10.47,A129,C
347,0,3,"Wilson, Dr. Thomas",F,37.0,1,0,299332,$19.16,G17,Q
44,0,3,"Moore, Mrs. John",Female,47.5,1,0,CA 183429,79.11,C95,S
8,0,3,"Johnson, Miss. Anna",female,43.0,0,0,428709,55.3,B75,S
557,0,3,"Jones, Dr. Alice",male,24.5,2,0,PC 207373,$14.59,,S
321,0,2,"Jones, Mrs. Thomas",Male,40.3,0,0,SOTON/OQ 118483,14.64,B77,S
708,1,3,"Anderson, Rev. Alice",male,9.5,1,0,CA 407423,20.87,,S
188,1,2,"Taylor, Dr. Emily",Female,34.8,0,0,33492,33.98,,S
10,0,2,"Taylor, Col. Rose",M,17.2,1,0,PC 70297,73.44,,S
123,0,2,"Williams, Col. James",Male,23.7,0,0,SOTON/OQ 659790,5.22,,S
41,0,2,"Jones, Rev. George",Female,14.3,0,0,A/5 457062,11.82,,C
305,1,3,"Thomas, Mrs. James",MALE,27.6,1,2,SOTON/OQ 764923,10.95,,S
32,1,3,"Taylor, Dr. James",female,40.2,0,0,CA 240744,38.74,,C
552,1,1,"Brown, Rev. Mary",M,,1,0,216700,22.39,D143,
173,1,3,"Anderson, Mr. Charles",male,35.9,0,0,CA 431751,24.52,,Q
285,1,1,"Smith, Col. Emily",F,7.1,4,0,PC 206830,11.84,G63,S
431,0,3,"Davis, Miss. Edith",Male,,2,0,A/5 669234,2.68,,S
802,0,3,"Davis, Rev. George",male,12.1,2,0,PC 71116,0.94,,S
241,1,3,"Jones, Mr. Rose",male,,1,0,550277,36.5,,S
659,0,2,"Smith, Dr. Alice",MALE,10.8,0,0,PC 30288,4.11,,S
175,0,1,"Davis, Dr. John",MALE,10.2,0,0,PC 418641,50.99,,C
558,1,3,"Thomas, Rev. Anna",male,18.6,0,0,SOTON/OQ 517805,26.81,,C
743,0,3,"Taylor, Mrs. John",Female,11.5,0,0,PC 525011,17.45,,Q
246,1,1,"Davis, Mrs. James",F,0.2,1,1,PC 533705,8.56,,Q
57,1,3,"Jones, Col. Emily",Male,33.9,1,0,SOTON/OQ 457859,0.01,,S
508,0,1,"Williams, Col. George",Female,,1,0,A/5 540735,3.26,C106,S
72,0,3,"Jones, Miss. William",F,30.5,0,1,258889,67.58,,C
680,0,3,"Moore, Mrs. Charles",MALE,23.0,0,0,676176,9.17,,Q
146,1,3,"Wilson, Dr. Charles",F,,1,0,PC 907584,17.09,,C
91,0,1,"Moore, Rev. Anna",MALE,29.8,0,0,A/5 412949,33.65,,S
167,0,3,"Smith, Miss. Edith",female,,1,1,PC 328370,99.52,,C
393,0,2,"Taylor, Mrs. James",M,45.1,0,0,SOTON/OQ 980332,7.4,G10,C
888,1,3,"Taylor, Col. Emily",Male,0.2,0,0,PC 948676,12.05,A107,S
171,1,2,"Moore, Mr. James",Male,66.9,0,0,PC 405246,19.74,,S
311,1,1,"Davis, Mrs. George",MALE,0.2,0,0,A/5 285220,160.32,,C
362,1,2,"Taylor, Miss. Emily",male,36.1,0,0,CA 617896,32.52,,C
360,0,3,"Jones, Col. Anna",Female,28.9,0,0,SOTON/OQ 412582,173.54,,S
94,0,3,"Smith, Miss. John",M,17.4,2,0,SOTON/OQ 837792,17.09,,S
323,0,3,"Brown, Mrs. Edith",Male,12.2,0,0,SOTON/OQ 685006,58.37,,Q
421,1,1,"Jones, Rev. James",M,18.1,2,0,CA 921265,6.36,,S
413,0,3,"Johnson, Mrs. Anna",female,5.0,2,0,A/5 898820,14.46,,S
626,1,3,"Anderson, Rev. William",male,,4,0,CA 542197,34.07,,S
793,0,3,"Thomas, Mrs. Rose",female,,0,0,680496,65.21,,S
794,1,3,"Jones, Rev. Rose",M,43.2,1,0,SOTON/OQ 266037,15.18,,C
377,0,3,"Williams, Miss. Edith",male,26.6,0,2,CA 601253,3.06,D54,S
396,0,2,"Moore, Mrs. Alice",female,39.7,0,0,A/5 75426,4.55,,S
244,1,3,"Taylor, Rev. Edith",Female,11.7,1,1,CA 375411,25.52,,Q
816,1,2,"Moore, Mrs. William",MALE,17.8,0,0,SOTON/OQ 480125,30.32,,S
88,1,3,"Anderson, Mr. George",MALE,26.8,0,0,CA 640307,15.11,,S
215,0,1,"Davis, Mrs. Thomas",MALE,29.8,0,0,647561,40.19,,S
885,0,3,"Smith, Miss. Charles",Male,,0,0,SOTON/OQ 338034,60.24,,C
345,0,3,"Wilson, Rev. Anna",MALE,13.7,0,0,PC 100994,70.22,C87,S
174,1,3,"Smith, Dr. William",male,52.3,1,0,CA 554510,0.59,,S
768,0,3,"Davis, Rev. John",male,16.8,0,0,CA 554560,0.0,,C
716,0,3,"Moore, Col. Mary",F,39.8,1,0,CA 580642,9.3,,S
292,1,3,"Johnson, Dr. Mary",Male,17.0,0,0,PC 42351,130.48,G69,S
426,0,1,"Williams, Col. Edith",male,,2,0,238905,19.47,,S
700,0,3,"Taylor, Col. Anna",Male,53.8,0,3,A/5 402968,31.51,,C
119,0,2,"Wilson, Miss. William",MALE,,0,2,SOTON/OQ 335515,88.27,,S
120,1,3,"Anderson, Miss. Alice",Female,36.8,0,1,PC 421068,5.65,,S
164,1,2,"Williams, Rev. James",male,,0,0,732775,7.54,,S
796,0,1,"Thomas, Rev. Anna",M,10.7,0,0,PC 152244,40.0,,S
385,0,3,"Davis, Mrs. Thomas",male,,0,0,365117,29.7,,S
1,1,3,"Miller, Mrs. George",Female,48.9,0,1,A/5 551151,47.77,,C
395,0,1,"Miller, Col. Charles",Male,26.0,2,3,SOTON/OQ 334978,20.15,B31,S
402,1,1,"Brown, Rev. George",male,32.9,0,0,394672,3.44,,S
405,0,3,"Anderson, Mrs. Emily",MALE,29.9,0,0,SOTON/OQ 427664,13.4,,S
568,1,2,"Johnson, Rev. James",F,11.0,0,0,SOTON/OQ 874296,24.29,D135,S
563,0,1,"Anderson, Mrs. William",female,29.2,0,2,359664,8.62,,S
163,1,3,"Thomas, Mrs. Alice",male,59.0,0,0,CA 396306,17.4,,S
115,0,3,"Thomas, Mr. George",Male,32.7,0,1,PC 899242,1.68,,Q
151,1,1,"Brown, Col. Rose",MALE,22.1,2,0,SOTON/OQ 442015,73.81,,C
766,1,1,"Anderson, Col. James",FEMALE,32.4,0,0,SOTON/OQ 891329,0.0,,S
524,1,3,"Smith, Miss. Charles",FEMALE,37.4,0,0,PC 136007,95.63,,S
369,1,2,"Taylor, Dr. Emily",FEMALE,35.6,0,0,A/5 389099,56.21,,S
478,1,1,"Davis, Mr. Mary",MALE,29.5,0,0,A/5 8460,6.03,,C
891,1,3,"Brown, Miss. James",FEMALE,34.8,0,0,476308,20.18,,
532,0,3,"Johnson, Col. George",male,,0,0,CA 196280,22.29,,S
864,0,3,"Wilson, Rev. John",M,30.0,0,0,PC 153318,65.2,,S
259,0,3,"Johnson, Dr. John",Male,,0,0,816868,52.68,E15,S
767,1,3,"Wilson, Mr. Alice",MALE,46.8,0,2,PC 837687,25.24,,S
136,0,3,"Brown, Mr. Alice",male,27.4,0,0,904306,50.68,B54,S
836,0,1,"Taylor, Col. Charles",M,46.7,0,0,693320,3.42,,S
573,0,2,"Anderson, Mr. Mary",Female,0.2,0,0,PC 371635,29.04,,S
835,1,2,"Taylor, Col. Thomas",male,36.0,4,0,A/5 442228,34.42,,S
502,0,3,"Johnson, Rev. Charles",FEMALE,44.0,1,1,SOTON/OQ 855081,20.34,E3,S
733,1,3,"Wilson, Rev. Mary",M,27.9,0,2,PC 286233,71.11,,S
344,1,2,"Brown, Rev. Edith",male,17.3,1,1,CA 891900,5.78,,C
610,1,2,"Miller, Mrs. Anna",MALE,42.8,0,0,728900,58.52,F8,S
658,0,3,"Moore, Mrs. Alice",female,32.4,1,0,32686,35.37,,S
294,0,1,"Moore, Col. Charles",MALE,37.9,0,0,CA 969357,3.23,,C
365,1,3,"Johnson, Miss. Edith",Female,15.1,1,0,560131,25.45,,S
795,1,1,"Smith, Mr. Mary",MALE,25.9,0,0,570827,29.99,,S
15,0,3,"Jones, Miss. Emily",M,19.9,0,0,CA 210601,200.0,,C
87,1,2,"Jones, Rev. John",Female,33.9,0,1,SOTON/OQ 869218,227.53,F108,S
371,0,3,"Miller, Col. Thomas",MALE,30.6,0,1,CA 807944,$5.81,C74,S
166,1,3,"Johnson, Miss. James",female,,1,0,PC 704121,22.76,,S
799,1,3,"Smith, Miss. Charles",female,17.9,0,0,920990,17.39,,S
336,1,3,"Williams, Rev. Rose",M,30.2,2,0,327677,47.64,,S
60,1,3,"Wilson, Col. William",F,17.3,0,0,307165,16.8,,S
355,1,3,"Taylor, Dr. Thomas",male,,0,0,PC 652374,27.71,E35,S
425,0,2,"Anderson, Dr. Rose",Male,,0,1,PC 658566,14.37,,S
293,0,2,"Jones, Miss. Charles",M,,1,0,SOTON/OQ 52981,109.95,F9,S
42,0,3,"Taylor, Mrs. Thomas",M,23.0,0,0,A/5 461364,37.54,,S
330,1,1,"Johnson, Mrs. William",male,32.5,2,1,A/5 166794,67.35,G20,S
430,1,1,"Anderson, Dr. Edith",M,28.3,0,0,CA 571778,3.28,G20,S
80,0,3,"Thomas, Miss. Mary",M,15.3,0,2,PC 986446,8.48,,S
29,0,3,"Thomas, Rev. George",MALE,34.3,0,0,SOTON/OQ 74210,24.3,,S
255,1,3,"Jones, Rev. Mary",M,40.7,1,0,SOTON/OQ 256538,17.46,,S
678,0,3,"Davis, Mr. Thomas",female,13.0,0,1,PC 258864,29.84,D108,S
459,1,3,"Johnson, Col. Rose",female,,0,0,SOTON/OQ 454683,14.12,,C
384,1,2,"Williams, Miss. Emily",Female,33.8,1,0,900259,6.74,,S
314,0,3,"Thomas, Mrs. William",male,3.3,0,0,A/5 154993,17.0,,S
85,0,2,"Johnson, Rev. James",FEMALE,8.5,0,0,403817,76.83,,S
137,0,1,"Williams, Dr. James",MALE,23.6,0,2,PC 505923,15.54,E80,S
112,0,1,"Johnson, Mrs. Anna",F,29.8,1,0,SOTON/OQ 960314,14.67,B83,Q
195,1,2,"Brown, Dr. Anna",male,,0,2,SOTON/OQ 677087,66.8,A1,S
179,0,3,"Williams, Dr. William",male,39.8,0,0,PC 731789,68.44,,S
803,1,1,"Williams, Rev. George",male,41.3,0,2,CA 760140,512.33,B3,C
497,1,3,"Williams, Dr. Thomas",male,28.1,0,0,SOTON/OQ 584530,5.03,,S
130,0,1,"Anderson, Miss. John",MALE,55.8,0,4,SOTON/OQ 587763,58.84,A13,S
338,0,3,"Taylor, Mrs. Mary",MALE,33.7,0,0,A/5 63228,148.01,,S
125,1,3,"Anderson, Col. Rose",male,18.7,0,0,PC 706223,5.73,,S
865,1,2,"Miller, Mrs. Rose",female,17.1,0,1,A/5 262283,$0.04,,C
227,0,1,"Williams, Mr. Emily",M,23.9,1,0,88608,72.77,,S
269,0,2,"Smith, Rev. John",Male,30.4,0,0,CA 24149,60.05,,S
880,0,3,"Taylor, Rev. James",male,34.8,0,0,SOTON/OQ 424618,20.32,C15,S
104,1,1,"Anderson, Miss. Thomas",male,48.6,0,0,119025,22.32,,S
870,1,3,"Brown, Miss. Mary",female,,0,0,CA 994215,27.19,,S
592,1,2,"Jones, Col. Charles",F,21.2,0,0,CA 640914,25.5,B121,S
228,1,3,"Moore, Miss. George",Male,30.4,1,0,PC 881351,40.27,,S
801,1,3,"Wilson, Mr. Emily",F,8.7,2,0,PC 62176,13.11,,S
302,0,1,"Williams, Miss. Anna",F,,0,0,SOTON/OQ 338954,29.47,,C
276,1,3,"Davis, Miss. George",male,23.1,0,0,SOTON/OQ 863265,39.7,E125,S
127,1,3,"Smith, Dr. William",male,,1,0,844510,4.47,,S
406,1,1,"Brown, Col. John",Male,32.2,1,0,951765,14.11,,S
807,0,3,"Williams, Mrs. Charles",male,,0,0,735989,17.02,,S
37,1,2,"Taylor, Mr. John",male,16.4,1,1,A/5 577243,5.82,B125,S
140,0,3,"Davis, Mrs. William",M,34.5,0,0,PC 654647,0.76,,S
304,1,1,"Taylor, Miss. Emily",Female,24.0,0,0,CA 243086,55.27,,S
268,0,3,"Wilson, Col. William",M,21.4,1,0,93659,7.39,,S
534,1,3,"Taylor, Miss. Mary",Male,,0,1,CA 505785,11.86,G45,S
546,0,1,"Davis, Miss. Thomas",M,,0,0,PC 641115,0.31,,Q
213,0,2,"Davis, Rev. Anna",F,26.2,0,0,A/5 852150,26.57,,S
469,0,1,"Jones, Dr. Edith",FEMALE,27.5,2,1,489319,101.34,,S
199,1,2,"Moore, Col. Edith",Female,35.3,1,0,CA 519528,32.41,,S
528,0,3,"Johnson, Col. Thomas",female,23.6,1,0,611035,9.74,,Q
718,0,2,"Jones, Col. Charles",male,9.7,1,0,219318,18.98,,S
242,0,3,"Williams, Mr. Rose",Male,22.9,3,0,436101,43.77,,Q
343,0,1,"Anderson, Mr. William",MALE,20.2,0,0,SOTON/OQ 876724,9.36,A5,C
550,0,3,"Miller, Rev. Thomas",Male,29.4,0,0,A/5 385803,56.63,A49,C
387,0,2,"Taylor, Mrs. George",female,45.1,1,2,PC 299973,22.96,,C
779,1,3,"Brown, Rev. William",Male,9.6,0,0,SOTON/OQ 351492,16.47,,S
207,0,3,"Wilson, Col. Thomas",male,,0,0,PC 677121,2.71,F80,S
296,0,3,"Williams, Col. James",F,,0,0,798421,49.88,,C
696,1,3,"Moore, Col. George",MALE,29.1,1,1,A/5 960263,53.9,,C
74,0,3,"Jones, Mr. James",Male,14.7,0,0,A/5 111263,7.44,,S
674,1,3,"Brown, Col. Alice",male,2.5,0,0,PC 841935,54.44,,Q
105,0,2,"Miller, Mr. Anna",M,,1,2,CA 521091,29.87,,S
691,1,1,"Moore, Mrs. William",female,25.4,0,0,A/5 122929,22.13,C51,S
869,0,3,"Brown, Col. Alice",male,,1,0,A/5 176060,41.78,,C
17,0,3,"Brown, Col. Anna",male,0.2,2,0,PC 493385,10.4,B147,S
440,1,1,"Williams, Miss. John",male,34.0,0,0,A/5 17529,70.45,,S
92,1,2,"Miller, Rev. George",M,8.8,0,2,CA 737242,3.19,,C
89,1,3,"Wilson, Mrs. Emily",MALE,37.5,1,0,A/5 836214,58.54,A52,S
451,1,3,"Taylor, Miss. Rose",Female,6.9,0,0,A/5 61668,87.93,E44,S
103,1,3,"Moore, Mrs. Anna",Male,42.6,0,1,PC 784107,51.05,D102,S
239,1,1,"Thomas, Col. John",male,28.6,0,0,623354,45.67,E102,Q
653,0,3,"Thomas, Dr. Thomas",male,34.0,0,0,SOTON/OQ 936228,14.73,,S
247,1,2,"Moore, Mr. Charles",male,27.1,0,0,CA 963840,10.14,,S
645,0,2,"Moore, Miss. Anna",male,31.6,0,0,SOTON/OQ 982134,42.06,,S
158,1,1,"Wilson, Rev. George",male,20.7,0,0,A/5 676943,17.65,,C
480,1,1,"Johnson, Rev. Mary",female,,0,0,CA 67384,16.82,,S
780,1,3,"Taylor, Col. John",female,18.0,1,0,CA 940266,3.1,,S
745,1,1,"Davis, Col. George",F,44.9,1,2,457871,51.84,,S
19,0,3,"Thomas, Miss. William",female,61.7,0,0,PC 897083,43.42,,S
650,1,3,"Miller, Mrs. Mary",male,20.6,0,1,SOTON/OQ 897026,41.0,,S
122,1,3,"Brown, Miss. Charles",male,,0,0,PC 807538,3.72,,C
812,1,3,"Thomas, Col. Charles",M,10.7,0,0,CA 270997,11.78,,S
275,0,1,"Anderson, Rev. Mary",MALE,36.8,0,1,529614,$7.21,,C
434,1,3,"Anderson, Mrs. Charles",M,29.1,3,0,PC 100283,21.98,A32,S
811,0,2,"Wilson, Col. Charles",male,0.2,5,0,PC 723507,11.69,G77,S
312,1,1,"Jones, Mrs. Thomas",Male,21.4,1,0,380257,42.83,B137,S
687,0,3,"Miller, Dr. Mary",MALE,26.2,0,0,PC 329376,34.86,,C
755,1,1,"Smith, Rev. Alice",male,34.3,0,0,PC 53776,58.37,,S
547,0,3,"Thomas, Rev. Charles",female,11.7,1,0,CA 35593,153.66,,S
182,0,1,"Thomas, Miss. Mary",Male,51.7,0,0,A/5 900952,6.99,,S
185,1,3,"Jones, Mr. Rose",FEMALE,38.6,0,0,PC 95947,35.43,,S
407,0,2,"Johnson, Rev. Mary",female,21.5,0,0,454019,12.45,,S
607,1,3,"Miller, Miss. Alice",FEMALE,,0,0,SOTON/OQ 621255,17.02,,S
521,0,2,"Davis, Mrs. Thomas",female,36.3,1,1,SOTON/OQ 58692,17.81,D13,S
381,1,1,"Davis, Mr. George",female,40.2,4,0,A/5 44227,22.29,,S
411,0,3,"Johnson, Mr. Edith",Male,49.7,0,0,CA 11535,27.49,D85,Q
635,0,3,"Johnson, Mr. Emily",Female,31.8,0,1,SOTON/OQ 147134,49.74,,S
